mountain,base_depth,region,new_snow,day,year_total
Mount Ashland,30 in.,Oregon,2 in.,"Dec  9, 2010",159 in.
Mount Ashland,69 in.,Oregon,2 in.,"Mar  6, 2009",84 in.
Mount Ashland,63 in.,Oregon,4 in.,"Mar 14, 2012",116 in.
Willamette Pass,40 in.,Oregon,1 in.,"Jan  9, 2009",28 in.
Anthony Lakes Mountain Resort,0 in.,Oregon,2 in.,"Mar  4, 2011",37 in.
Anthony Lakes Mountain Resort,0 in.,Oregon,2 in.,"Mar  5, 2011",39 in.
Mt. Hood Ski Bowl,70 in.,Mt. Hood,13 in.,"Jan  1, 2009",13 in.
Mt. Hood Ski Bowl,29 in.,Mt. Hood,1 in.,"Jan  3, 2010",1 in.
Mt. Hood Ski Bowl,46 in.,Mt. Hood,3 in.,"Jan  8, 2011",3 in.
Mt. Hood Ski Bowl,Base Depth,Mt. Hood,24 hr New Snow,Date,Season Snowfall Total
Anthony Lakes Mountain Resort,42 in.,Oregon,1 in.,"Jan 11, 2014",14 in.
Mt. Hood Ski Bowl,Base Depth,Mt. Hood,24 hr New Snow,Date,Season Snowfall Total
Anthony Lakes Mountain Resort,49 in.,Oregon,1 in.,"Jan 18, 2015",7 in.
Anthony Lakes Mountain Resort,49 in.,Oregon,1 in.,"Feb  7, 2015",8 in.
Willamette Pass,14 in.,Oregon,7 in.,"Jan 16, 2012",23 in.
Anthony Lakes Mountain Resort,48 in.,Oregon,2 in.,"Jan 15, 2016",10 in.
Anthony Lakes Mountain Resort,49 in.,Oregon,1 in.,"Jan 16, 2016",11 in.
Anthony Lakes Mountain Resort,61 in.,Oregon,1 in.,"Feb 13, 2009",42 in.
Willamette Pass,24 in.,Oregon,4 in.,"Feb 15, 2014",47 in.
Willamette Pass,24 in.,Oregon,6 in.,"Feb 16, 2014",53 in.
Willamette Pass,64 in.,Oregon,24 in.,"Dec 24, 2015",70 in.
Willamette Pass,64 in.,Oregon,6 in.,"Dec 26, 2015",76 in.
Willamette Pass,72 in.,Oregon,6 in.,"Jan 18, 2016",29 in.
Willamette Pass,23 in.,Oregon,3 in.,"Jan 22, 2010",18 in.
Willamette Pass,22 in.,Oregon,2 in.,"Jan 24, 2010",20 in.
Willamette Pass,46 in.,Oregon,4 in.,"Mar 10, 2011",51 in.
Willamette Pass,48 in.,Oregon,1 in.,"Mar 11, 2011",52 in.
Willamette Pass,42 in.,Oregon,14 in.,"Jan 30, 2013",41 in.
Willamette Pass,42 in.,Oregon,4 in.,"Feb  6, 2013",45 in.
Anthony Lakes Mountain Resort,36 in.,Oregon,7 in.,"Feb 19, 2012",41 in.
Anthony Lakes Mountain Resort,70 in.,Oregon,1 in.,"Feb  7, 2013",79 in.
Anthony Lakes Mountain Resort,66 in.,Oregon,2 in.,"Feb 16, 2013",81 in.
Anthony Lakes Mountain Resort,58 in.,Oregon,6 in.,"Jan 31, 2010",46 in.
Mt. Bachelor,59 in.,Oregon,2 in.,"Feb 12, 2009",47 in.
Mount Ashland,17 in.,Oregon,2 in.,"Dec 31, 2011",150 in.
Mount Ashland,24 in.,Oregon,6 in.,"Dec 16, 2010",165 in.
Mount Ashland,34 in.,Oregon,8 in.,"Dec 19, 2010",173 in.
Mount Ashland,64 in.,Oregon,2 in.,"Mar  9, 2009",86 in.
Mount Ashland,71 in.,Oregon,2 in.,"Mar 15, 2012",118 in.
Willamette Pass,33 in.,Oregon,1 in.,"Jan 24, 2009",29 in.
Anthony Lakes Mountain Resort,0 in.,Oregon,5 in.,"Mar  9, 2011",44 in.
Anthony Lakes Mountain Resort,0 in.,Oregon,4 in.,"Mar 11, 2011",48 in.
Mt. Hood Ski Bowl,73 in.,Mt. Hood,4 in.,"Jan  2, 2009",17 in.
Mt. Hood Ski Bowl,Base Depth,Mt. Hood,24 hr New Snow,Date,Season Snowfall Total
Mt. Hood Ski Bowl,Base Depth,Mt. Hood,24 hr New Snow,Date,Season Snowfall Total
Mt. Hood Ski Bowl,26 in.,Mt. Hood,7 in.,"Jan 23, 2010",8 in.
Mt. Hood Ski Bowl,18 in.,Mt. Hood,10 in.,"Jan 25, 2010",18 in.
Mt. Hood Ski Bowl,48 in.,Mt. Hood,3 in.,"Jan  9, 2011",6 in.
Mt. Hood Ski Bowl,54 in.,Mt. Hood,4 in.,"Jan 10, 2011",10 in.
Mt. Hood Ski Bowl,22 in.,Mt. Hood,2 in.,"Jan  6, 2012",2 in.
Anthony Lakes Mountain Resort,42 in.,Oregon,4 in.,"Jan 12, 2014",18 in.
Mt. Hood Ski Bowl,54 in.,Mt. Hood,1 in.,"Jan  6, 2013",1 in.
Anthony Lakes Mountain Resort,49 in.,Oregon,3 in.,"Feb 10, 2015",11 in.
Anthony Lakes Mountain Resort,49 in.,Oregon,1 in.,"Feb 20, 2015",12 in.
Willamette Pass,14 in.,Oregon,6 in.,"Jan 22, 2012",29 in.
Anthony Lakes Mountain Resort,49 in.,Oregon,5 in.,"Jan 17, 2016",16 in.
Anthony Lakes Mountain Resort,49 in.,Oregon,5 in.,"Jan 18, 2016",21 in.
Anthony Lakes Mountain Resort,61 in.,Oregon,1 in.,"Feb 14, 2009",43 in.
Willamette Pass,26 in.,Oregon,5 in.,"Feb 18, 2014",58 in.
Willamette Pass,26 in.,Oregon,12 in.,"Feb 20, 2014",70 in.
Willamette Pass,70 in.,Oregon,4 in.,"Dec 28, 2015",80 in.
Willamette Pass,70 in.,Oregon,2 in.,"Dec 29, 2015",82 in.
Willamette Pass,72 in.,Oregon,10 in.,"Jan 20, 2016",39 in.
Willamette Pass,72 in.,Oregon,2 in.,"Jan 23, 2016",41 in.
Willamette Pass,22 in.,Oregon,8 in.,"Jan 25, 2010",28 in.
Willamette Pass,22 in.,Oregon,3 in.,"Jan 27, 2010",31 in.
Willamette Pass,48 in.,Oregon,1 in.,"Mar 12, 2011",53 in.
Willamette Pass,50 in.,Oregon,6 in.,"Mar 19, 2011",59 in.
Willamette Pass,42 in.,Oregon,3 in.,"Feb  7, 2013",48 in.
Willamette Pass,42 in.,Oregon,1 in.,"Feb 16, 2013",49 in.
Anthony Lakes Mountain Resort,36 in.,Oregon,7 in.,"Feb 20, 2012",48 in.
Anthony Lakes Mountain Resort,66 in.,Oregon,1 in.,"Feb 17, 2013",82 in.
Anthony Lakes Mountain Resort,66 in.,Oregon,1 in.,"Feb 18, 2013",83 in.
Anthony Lakes Mountain Resort,58 in.,Oregon,6 in.,"Feb  1, 2010",52 in.
Mt. Bachelor,89 in.,Oregon,3 in.,"Feb 13, 2009",50 in.
Mount Ashland,47 in.,Oregon,1 in.,"Dec 21, 2010",174 in.
Mount Ashland,49 in.,Oregon,2 in.,"Dec 22, 2010",176 in.
Mount Ashland,64 in.,Oregon,2 in.,"Mar 10, 2009",88 in.
Mount Ashland,71 in.,Oregon,2 in.,"Mar 16, 2012",120 in.
Willamette Pass,33 in.,Oregon,1 in.,"Jan 25, 2009",30 in.
Anthony Lakes Mountain Resort,0 in.,Oregon,4 in.,"Mar 12, 2011",52 in.
Mt. Hood Ski Bowl,73 in.,Mt. Hood,6 in.,"Jan  3, 2009",23 in.
Mt. Hood Ski Bowl,56 in.,Mt. Hood,1 in.,"Jan  3, 2016",1 in.
Mt. Hood Ski Bowl,52 in.,Mt. Hood,1 in.,"Jan  9, 2016",2 in.
Mt. Hood Ski Bowl,6 in.,Mt. Hood,1 in.,"Jan  9, 2014",1 in.
Mt. Hood Ski Bowl,6 in.,Mt. Hood,2 in.,"Jan 10, 2014",3 in.
Timberline Lodge,Base Depth,Oregon,24 hr New Snow,Date,Season Snowfall Total
Mt. Hood Ski Bowl,Base Depth,Mt. Hood,24 hr New Snow,Date,Season Snowfall Total
Mt. Hood Ski Bowl,18 in.,Mt. Hood,10 in.,"Jan 26, 2010",28 in.
Mt. Hood Ski Bowl,18 in.,Mt. Hood,6 in.,"Feb  2, 2010",34 in.
Timberline Lodge,Base Depth,Oregon,24 hr New Snow,Date,Season Snowfall Total
Timberline Lodge,Base Depth,Oregon,24 hr New Snow,Date,Season Snowfall Total
Timberline Lodge,Base Depth,Oregon,24 hr New Snow,Date,Season Snowfall Total
Mt. Hood Ski Bowl,38 in.,Mt. Hood,9 in.,"Jan 19, 2011",19 in.
Timberline Lodge,Base Depth,Oregon,24 hr New Snow,Date,Season Snowfall Total
Mt. Hood Ski Bowl,24 in.,Mt. Hood,9 in.,"Jan 15, 2012",11 in.
Anthony Lakes Mountain Resort,42 in.,Oregon,3 in.,"Jan 13, 2014",21 in.
Mt. Hood Ski Bowl,54 in.,Mt. Hood,3 in.,"Jan  7, 2013",4 in.
Mt. Hood Ski Bowl,54 in.,Mt. Hood,4 in.,"Jan 10, 2013",8 in.
Anthony Lakes Mountain Resort,49 in.,Oregon,3 in.,"Feb 22, 2015",15 in.
Anthony Lakes Mountain Resort,49 in.,Oregon,3 in.,"Feb 26, 2015",18 in.
Willamette Pass,14 in.,Oregon,6 in.,"Jan 23, 2012",35 in.
Willamette Pass,14 in.,Oregon,12 in.,"Jan 24, 2012",47 in.
Anthony Lakes Mountain Resort,52 in.,Oregon,4 in.,"Jan 19, 2016",25 in.
Anthony Lakes Mountain Resort,57 in.,Oregon,3 in.,"Jan 24, 2016",28 in.
Anthony Lakes Mountain Resort,68 in.,Oregon,8 in.,"Feb 27, 2009",51 in.
Anthony Lakes Mountain Resort,72 in.,Oregon,3 in.,"Mar  5, 2009",54 in.
Willamette Pass,26 in.,Oregon,1 in.,"Mar  3, 2014",71 in.
Willamette Pass,26 in.,Oregon,1 in.,"Mar  4, 2014",72 in.
Willamette Pass,72 in.,Oregon,1 in.,"Dec 30, 2015",83 in.
Willamette Pass,72 in.,Oregon,2 in.,"Jan 24, 2016",43 in.
Willamette Pass,72 in.,Oregon,2 in.,"Jan 25, 2016",45 in.
Willamette Pass,22 in.,Oregon,1 in.,"Jan 31, 2010",32 in.
Willamette Pass,50 in.,Oregon,7 in.,"Mar 20, 2011",66 in.
Willamette Pass,50 in.,Oregon,6 in.,"Mar 21, 2011",72 in.
Willamette Pass,36 in.,Oregon,1 in.,"Feb 17, 2013",50 in.
Willamette Pass,36 in.,Oregon,2 in.,"Feb 20, 2013",52 in.
Anthony Lakes Mountain Resort,36 in.,Oregon,6 in.,"Feb 23, 2012",54 in.
Anthony Lakes Mountain Resort,36 in.,Oregon,3 in.,"Feb 25, 2012",57 in.
Anthony Lakes Mountain Resort,66 in.,Oregon,2 in.,"Feb 19, 2013",85 in.
Anthony Lakes Mountain Resort,66 in.,Oregon,5 in.,"Feb 21, 2013",90 in.
Anthony Lakes Mountain Resort,50 in.,Oregon,2 in.,"Feb  4, 2010",54 in.
Anthony Lakes Mountain Resort,51 in.,Oregon,1 in.,"Feb  5, 2010",55 in.
Mt. Bachelor,93 in.,Oregon,2 in.,"Feb 14, 2009",52 in.
Mount Ashland,50 in.,Oregon,5 in.,"Dec 26, 2010",181 in.
Mount Ashland,53 in.,Oregon,3 in.,"Dec 27, 2010",184 in.
Mount Ashland,59 in.,Oregon,1 in.,"Mar 15, 2009",89 in.
Mount Ashland,86 in.,Oregon,10 in.,"Mar 17, 2012",130 in.
Mount Ashland,86 in.,Oregon,2 in.,"Mar 18, 2012",132 in.
Willamette Pass,35 in.,Oregon,3 in.,"Jan 26, 2009",33 in.
Anthony Lakes Mountain Resort,0 in.,Oregon,5 in.,"Mar 19, 2011",57 in.
Anthony Lakes Mountain Resort,0 in.,Oregon,5 in.,"Mar 20, 2011",62 in.
Mt. Hood Ski Bowl,70 in.,Mt. Hood,1 in.,"Jan  4, 2009",24 in.
Timberline Lodge,Base Depth,Oregon,24 hr New Snow,Date,Season Snowfall Total
Mt. Hood Ski Bowl,47 in.,Mt. Hood,3 in.,"Jan 14, 2016",5 in.
Mt. Hood Ski Bowl,55 in.,Mt. Hood,6 in.,"Jan 15, 2016",11 in.
Mt. Hood Ski Bowl,6 in.,Mt. Hood,12 in.,"Jan 12, 2014",15 in.
Mt. Hood Ski Bowl,6 in.,Mt. Hood,2 in.,"Jan 15, 2014",17 in.
Timberline Lodge,100 in.,Oregon,3 in.,"Jan  8, 2011",3 in.
Mt. Hood Ski Bowl,26 in.,Mt. Hood,1 in.,"Jan  4, 2015",1 in.
Mt. Hood Ski Bowl,8 in.,Mt. Hood,1 in.,"Jan 18, 2015",2 in.
Mt. Hood Ski Bowl,37 in.,Mt. Hood,4 in.,"Feb  5, 2010",38 in.
Timberline Lodge,60 in.,Oregon,1 in.,"Jan  4, 2012",1 in.
Timberline Lodge,102 in.,Oregon,11 in.,"Jan  1, 2009",11 in.
Timberline Lodge,107 in.,Oregon,4 in.,"Jan  4, 2013",4 in.
Mt. Hood Ski Bowl,26 in.,Mt. Hood,4 in.,"Feb  8, 2011",23 in.
Mt. Hood Ski Bowl,30 in.,Mt. Hood,2 in.,"Feb  9, 2011",25 in.
Timberline Lodge,72 in.,Oregon,1 in.,"Jan 13, 2010",1 in.
Mt. Hood Ski Bowl,24 in.,Mt. Hood,7 in.,"Jan 16, 2012",18 in.
Anthony Lakes Mountain Resort,42 in.,Oregon,8 in.,"Jan 30, 2014",29 in.
Anthony Lakes Mountain Resort,42 in.,Oregon,2 in.,"Jan 31, 2014",31 in.
Mt. Hood Ski Bowl,54 in.,Mt. Hood,1 in.,"Jan 11, 2013",9 in.
Mt. Hood Ski Bowl,54 in.,Mt. Hood,1 in.,"Jan 12, 2013",10 in.
Anthony Lakes Mountain Resort,49 in.,Oregon,3 in.,"Feb 27, 2015",21 in.
Anthony Lakes Mountain Resort,42 in.,Oregon,6 in.,"Mar 23, 2015",27 in.
Willamette Pass,14 in.,Oregon,12 in.,"Jan 25, 2012",59 in.
Anthony Lakes Mountain Resort,58 in.,Oregon,4 in.,"Jan 29, 2016",32 in.
Anthony Lakes Mountain Resort,68 in.,Oregon,15 in.,"Jan 30, 2016",47 in.
Anthony Lakes Mountain Resort,56 in.,Oregon,17 in.,"Mar  6, 2009",71 in.
Anthony Lakes Mountain Resort,89 in.,Oregon,7 in.,"Mar  9, 2009",78 in.
Willamette Pass,26 in.,Oregon,4 in.,"Mar  7, 2014",76 in.
Willamette Pass,26 in.,Oregon,3 in.,"Mar 11, 2014",79 in.
Willamette Pass,58 in.,Oregon,1 in.,"Jan 29, 2016",46 in.
Willamette Pass,58 in.,Oregon,8 in.,"Jan 30, 2016",54 in.
Willamette Pass,22 in.,Oregon,1 in.,"Feb  5, 2010",33 in.
Willamette Pass,50 in.,Oregon,10 in.,"Mar 22, 2011",82 in.
Willamette Pass,36 in.,Oregon,4 in.,"Feb 21, 2013",56 in.
Willamette Pass,36 in.,Oregon,2 in.,"Feb 22, 2013",58 in.
Anthony Lakes Mountain Resort,36 in.,Oregon,9 in.,"Feb 26, 2012",66 in.
Anthony Lakes Mountain Resort,66 in.,Oregon,4 in.,"Feb 22, 2013",94 in.
Anthony Lakes Mountain Resort,66 in.,Oregon,10 in.,"Feb 24, 2013",104 in.
Anthony Lakes Mountain Resort,50 in.,Oregon,4 in.,"Feb 11, 2010",59 in.
Mt. Bachelor,99 in.,Oregon,4 in.,"Feb 15, 2009",56 in.
Mount Ashland,56 in.,Oregon,3 in.,"Dec 28, 2010",187 in.
Mount Ashland,70 in.,Oregon,9 in.,"Mar 16, 2009",98 in.
Mount Ashland,90 in.,Oregon,10 in.,"Mar 19, 2012",142 in.
Willamette Pass,40 in.,Oregon,7 in.,"Jan 28, 2009",40 in.
Anthony Lakes Mountain Resort,0 in.,Oregon,2 in.,"Mar 24, 2011",64 in.
Anthony Lakes Mountain Resort,0 in.,Oregon,3 in.,"Mar 25, 2011",67 in.
Mt. Hood Ski Bowl,69 in.,Mt. Hood,7 in.,"Jan  5, 2009",31 in.
Timberline Lodge,30 in.,Oregon,2 in.,"Jan  3, 2014",2 in.
Timberline Lodge,Base Depth,Oregon,24 hr New Snow,Date,Season Snowfall Total
Mt. Hood Ski Bowl,50 in.,Mt. Hood,1 in.,"Jan 19, 2016",12 in.
Mt. Hood Ski Bowl,56 in.,Mt. Hood,7 in.,"Jan 20, 2016",19 in.
Hoodoo Ski Area,Base Depth,Oregon,24 hr New Snow,Date,Season Snowfall Total
Timberline Lodge,Base Depth,Oregon,24 hr New Snow,Date,Season Snowfall Total
Hoodoo Ski Area,Base Depth,Oregon,24 hr New Snow,Date,Season Snowfall Total
Mt. Hood Ski Bowl,12 in.,Mt. Hood,1 in.,"Jan 31, 2014",18 in.
Mt. Hood Ski Bowl,12 in.,Mt. Hood,6 in.,"Feb  1, 2014",24 in.
Timberline Lodge,108 in.,Oregon,5 in.,"Jan 10, 2011",8 in.
Mt. Hood Ski Bowl,31 in.,Mt. Hood,9 in.,"Dec 17, 2015",11 in.
Mt. Hood Ski Bowl,24 in.,Mt. Hood,2 in.,"Dec 20, 2015",13 in.
Mt. Hood Ski Bowl,35 in.,Mt. Hood,1 in.,"Feb  7, 2010",39 in.
Timberline Lodge,59 in.,Oregon,9 in.,"Jan 16, 2012",10 in.
Timberline Lodge,110 in.,Oregon,14 in.,"Jan  2, 2009",25 in.
Timberline Lodge,103 in.,Oregon,3 in.,"Jan  6, 2013",7 in.
Mt. Hood Ski Bowl,33 in.,Mt. Hood,4 in.,"Feb 13, 2011",29 in.
Timberline Lodge,74 in.,Oregon,4 in.,"Jan 14, 2010",5 in.
Mt. Hood Ski Bowl,24 in.,Mt. Hood,14 in.,"Jan 17, 2012",32 in.
Anthony Lakes Mountain Resort,42 in.,Oregon,8 in.,"Feb  1, 2014",39 in.
Mt. Hood Ski Bowl,46 in.,Mt. Hood,1 in.,"Jan 25, 2013",11 in.
Anthony Lakes Mountain Resort,42 in.,Oregon,6 in.,"Mar 24, 2015",33 in.
Anthony Lakes Mountain Resort,42 in.,Oregon,1 in.,"Mar 25, 2015",34 in.
Willamette Pass,24 in.,Oregon,6 in.,"Feb 18, 2012",65 in.
Anthony Lakes Mountain Resort,68 in.,Oregon,4 in.,"Jan 31, 2016",51 in.
Anthony Lakes Mountain Resort,66 in.,Oregon,7 in.,"Feb  5, 2016",58 in.
Anthony Lakes Mountain Resort,89 in.,Oregon,9 in.,"Mar 12, 2009",87 in.
Anthony Lakes Mountain Resort,89 in.,Oregon,2 in.,"Mar 16, 2009",89 in.
Willamette Pass,26 in.,Oregon,6 in.,"Mar 18, 2014",85 in.
Willamette Pass,26 in.,Oregon,6 in.,"Mar 29, 2014",91 in.
Willamette Pass,58 in.,Oregon,5 in.,"Jan 31, 2016",59 in.
Willamette Pass,64 in.,Oregon,4 in.,"Feb  4, 2016",63 in.
Willamette Pass,22 in.,Oregon,1 in.,"Feb  7, 2010",34 in.
Willamette Pass,50 in.,Oregon,3 in.,"Mar 24, 2011",85 in.
Willamette Pass,50 in.,Oregon,3 in.,"Mar 25, 2011",88 in.
Willamette Pass,45 in.,Oregon,2 in.,"Feb 24, 2013",60 in.
Anthony Lakes Mountain Resort,36 in.,Oregon,4 in.,"Mar  2, 2012",70 in.
Anthony Lakes Mountain Resort,78 in.,Oregon,1 in.,"Feb 28, 2013",105 in.
Anthony Lakes Mountain Resort,53 in.,Oregon,1 in.,"Feb 15, 2010",60 in.
Mt. Bachelor,96 in.,Oregon,2 in.,"Feb 16, 2009",58 in.
Mount Ashland,66 in.,Oregon,15 in.,"Dec 29, 2010",202 in.
Mount Ashland,67 in.,Oregon,4 in.,"Dec 30, 2010",206 in.
Mount Ashland,70 in.,Oregon,9 in.,"Mar 17, 2009",107 in.
Mount Ashland,87 in.,Oregon,6 in.,"Mar 22, 2012",148 in.
Willamette Pass,40 in.,Oregon,9 in.,"Jan 29, 2009",49 in.
Anthony Lakes Mountain Resort,0 in.,Oregon,3 in.,"Mar 26, 2011",70 in.
Anthony Lakes Mountain Resort,0 in.,Oregon,2 in.,"Mar 27, 2011",72 in.
Hoodoo Ski Area,Base Depth,Oregon,24 hr New Snow,Date,Season Snowfall Total
Mt. Hood Ski Bowl,70 in.,Mt. Hood,4 in.,"Jan  6, 2009",35 in.
Hoodoo Ski Area,Base Depth,Oregon,24 hr New Snow,Date,Season Snowfall Total
Hoodoo Ski Area,Base Depth,Oregon,24 hr New Snow,Date,Season Snowfall Total
Timberline Lodge,30 in.,Oregon,1 in.,"Jan  4, 2014",3 in.
Timberline Lodge,88 in.,Oregon,2 in.,"Jan  4, 2016",2 in.
Mt. Hood Ski Bowl,54 in.,Mt. Hood,2 in.,"Jan 21, 2016",21 in.
Mt. Hood Ski Bowl,50 in.,Mt. Hood,1 in.,"Jan 23, 2016",22 in.
Hoodoo Ski Area,67 in.,Oregon,4 in.,"Jan  1, 2009",4 in.
Timberline Lodge,28 in.,Oregon,2 in.,"Jan  4, 2015",2 in.
Hoodoo Ski Area,27 in.,Oregon,1 in.,"Jan  5, 2012",1 in.
Mt. Hood Ski Bowl,13 in.,Mt. Hood,4 in.,"Feb  4, 2014",28 in.
Timberline Lodge,107 in.,Oregon,4 in.,"Jan 12, 2011",12 in.
Mt. Hood Ski Bowl,24 in.,Mt. Hood,6 in.,"Dec 21, 2015",19 in.
Mt. Hood Ski Bowl,40 in.,Mt. Hood,4 in.,"Dec 22, 2015",23 in.
Mt. Hood Ski Bowl,37 in.,Mt. Hood,4 in.,"Feb 11, 2010",43 in.
Timberline Lodge,59 in.,Oregon,9 in.,"Jan 17, 2012",19 in.
Timberline Lodge,110 in.,Oregon,14 in.,"Jan  3, 2009",39 in.
Timberline Lodge,106 in.,Oregon,4 in.,"Jan  7, 2013",11 in.
Mt. Hood Ski Bowl,35 in.,Mt. Hood,8 in.,"Feb 15, 2011",37 in.
Timberline Lodge,80 in.,Oregon,3 in.,"Jan 17, 2010",8 in.
Mt. Hood Ski Bowl,24 in.,Mt. Hood,14 in.,"Jan 18, 2012",46 in.
Anthony Lakes Mountain Resort,42 in.,Oregon,5 in.,"Feb  6, 2014",44 in.
Mt. Hood Ski Bowl,44 in.,Mt. Hood,1 in.,"Jan 26, 2013",12 in.
Mt. Hood Ski Bowl,44 in.,Mt. Hood,4 in.,"Jan 27, 2013",16 in.
Anthony Lakes Mountain Resort,42 in.,Oregon,1 in.,"Mar 28, 2015",35 in.
Anthony Lakes Mountain Resort,45 in.,Oregon,6 in.,"Apr  2, 2015",41 in.
Willamette Pass,24 in.,Oregon,5 in.,"Feb 19, 2012",70 in.
Anthony Lakes Mountain Resort,61 in.,Oregon,5 in.,"Feb 14, 2016",63 in.
Anthony Lakes Mountain Resort,68 in.,Oregon,6 in.,"Feb 20, 2016",69 in.
Anthony Lakes Mountain Resort,90 in.,Oregon,14 in.,"Mar 19, 2009",103 in.
Anthony Lakes Mountain Resort,88 in.,Oregon,4 in.,"Mar 23, 2009",107 in.
Willamette Pass,26 in.,Oregon,2 in.,"Mar 30, 2014",93 in.
Willamette Pass,3 in.,Oregon,1 in.,"Dec 19, 2014",94 in.
Willamette Pass,64 in.,Oregon,4 in.,"Feb  5, 2016",67 in.
Willamette Pass,64 in.,Oregon,11 in.,"Feb 19, 2016",78 in.
Willamette Pass,22 in.,Oregon,1 in.,"Feb  8, 2010",35 in.
Willamette Pass,50 in.,Oregon,7 in.,"Mar 26, 2011",95 in.
Willamette Pass,60 in.,Oregon,17 in.,"Mar 27, 2011",112 in.
Willamette Pass,45 in.,Oregon,2 in.,"Feb 27, 2013",62 in.
Anthony Lakes Mountain Resort,36 in.,Oregon,1 in.,"Mar  3, 2012",71 in.
Anthony Lakes Mountain Resort,78 in.,Oregon,5 in.,"Mar  1, 2013",110 in.
Anthony Lakes Mountain Resort,78 in.,Oregon,4 in.,"Mar  4, 2013",114 in.
Anthony Lakes Mountain Resort,53 in.,Oregon,1 in.,"Feb 16, 2010",61 in.
Mt. Bachelor,100 in.,Oregon,5 in.,"Feb 17, 2009",63 in.
Mount Ashland,65 in.,Oregon,1 in.,"Dec 31, 2010",207 in.
Mount Ashland,68 in.,Oregon,4 in.,"Mar 22, 2009",111 in.
Mount Ashland,70 in.,Oregon,2 in.,"Mar 23, 2009",113 in.
Mount Ashland,86 in.,Oregon,2 in.,"Mar 25, 2012",150 in.
Willamette Pass,34 in.,Oregon,1 in.,"Feb  6, 2009",50 in.
Anthony Lakes Mountain Resort,0 in.,Oregon,2 in.,"Apr  2, 2011",74 in.
Hoodoo Ski Area,33 in.,Oregon,6 in.,"Jan  1, 2010",6 in.
Mt. Hood Ski Bowl,60 in.,Mt. Hood,3 in.,"Jan  8, 2009",38 in.
Hoodoo Ski Area,24 in.,Oregon,2 in.,"Jan  8, 2011",2 in.
Hoodoo Ski Area,0 in.,Oregon,1 in.,"Jan 12, 2011",3 in.
Hoodoo Ski Area,0 in.,Oregon,7 in.,"Jan 10, 2013",7 in.
Hoodoo Ski Area,0 in.,Oregon,1 in.,"Jan 11, 2013",8 in.
Hoodoo Ski Area,Base Depth,Oregon,24 hr New Snow,Date,Season Snowfall Total
Hoodoo Ski Area,Base Depth,Oregon,24 hr New Snow,Date,Season Snowfall Total
Hoodoo Ski Area,Base Depth,Oregon,24 hr New Snow,Date,Season Snowfall Total
Cooper Spur,Base Depth,Oregon,24 hr New Snow,Date,Season Snowfall Total
Timberline Lodge,30 in.,Oregon,5 in.,"Jan  8, 2014",8 in.
Cooper Spur,Base Depth,Oregon,24 hr New Snow,Date,Season Snowfall Total
Timberline Lodge,87 in.,Oregon,3 in.,"Jan  6, 2016",5 in.
Mt. Hood Ski Bowl,44 in.,Mt. Hood,3 in.,"Jan 30, 2016",25 in.
Hoodoo Ski Area,55 in.,Oregon,2 in.,"Jan  2, 2009",6 in.
Timberline Lodge,28 in.,Oregon,3 in.,"Jan 12, 2015",5 in.
Hoodoo Ski Area,27 in.,Oregon,1 in.,"Jan  6, 2012",2 in.
Mt. Hood Ski Bowl,13 in.,Mt. Hood,1 in.,"Feb  6, 2014",29 in.
Timberline Lodge,107 in.,Oregon,2 in.,"Jan 13, 2011",14 in.
Mt. Hood Ski Bowl,40 in.,Mt. Hood,2 in.,"Dec 23, 2015",25 in.
Mt. Hood Ski Bowl,29 in.,Mt. Hood,4 in.,"Feb 25, 2010",47 in.
Mt. Hood Ski Bowl,29 in.,Mt. Hood,1 in.,"Mar  8, 2010",48 in.
Timberline Lodge,59 in.,Oregon,11 in.,"Jan 18, 2012",30 in.
Timberline Lodge,116 in.,Oregon,8 in.,"Jan  6, 2009",47 in.
Timberline Lodge,106 in.,Oregon,3 in.,"Jan  8, 2013",14 in.
Mt. Hood Ski Bowl,35 in.,Mt. Hood,6 in.,"Feb 16, 2011",43 in.
Timberline Lodge,87 in.,Oregon,7 in.,"Jan 18, 2010",15 in.
Mt. Hood Ski Bowl,24 in.,Mt. Hood,14 in.,"Jan 19, 2012",60 in.
Anthony Lakes Mountain Resort,42 in.,Oregon,4 in.,"Feb  7, 2014",48 in.
Mt. Hood Ski Bowl,44 in.,Mt. Hood,7 in.,"Jan 28, 2013",23 in.
Anthony Lakes Mountain Resort,0 in.,Oregon,3 in.,"Dec  5, 2015",44 in.
Willamette Pass,24 in.,Oregon,5 in.,"Feb 20, 2012",75 in.
Anthony Lakes Mountain Resort,68 in.,Oregon,1 in.,"Feb 27, 2016",70 in.
Anthony Lakes Mountain Resort,67 in.,Oregon,1 in.,"Mar  4, 2016",71 in.
Anthony Lakes Mountain Resort,90 in.,Oregon,9 in.,"Mar 25, 2009",116 in.
Willamette Pass,64 in.,Oregon,6 in.,"Feb 20, 2016",84 in.
Willamette Pass,64 in.,Oregon,3 in.,"Feb 21, 2016",87 in.
Willamette Pass,22 in.,Oregon,1 in.,"Feb  9, 2010",36 in.
Willamette Pass,55 in.,Oregon,2 in.,"Apr  2, 2011",114 in.
Willamette Pass,55 in.,Oregon,2 in.,"Apr  3, 2011",116 in.
Willamette Pass,45 in.,Oregon,1 in.,"Feb 28, 2013",63 in.
